	55157
KRT26	237
KRT27	283
KRT28	182
KRT3	234
KRT31	194
KRT32	114
KRT33A	262
KRT33B	205
KRT34	126
KRT35	170
KRT36	164
KRT37	142
KRT38	149
KRT39	347
KRT4	165
KRT40	178
KRT41P	183
KRT42P	289
KRT43P	232
KRT5	108
KRT6A	140
KRT6B	83
KRT6C	141
KRT7	868
KRT71	196
KRT72	363
KRT73	315
KRT73-AS1	1291
KRT74	243
KRT75	118
KRT76	219
KRT77	264
KRT78	335
KRT79	252
KRT7-AS	308
KRT8	469
KRT80	422
KRT81	153
KRT82	122
KRT83	303
KRT84	212
KRT85	320
KRT86	505
KRT87P	200
KRT89P	365
KRT8P1	620
KRT8P10	171
KRT8P11	248
KRT8P12	101
KRT8P13	700
KRT8P14	1544
KRT8P15	105
KRT8P17	4586
KRT8P18	1435
KRT8P19	788
KRT8P2	1606
KRT8P20	2360
KRT8P21	1195
KRT8P22	387
KRT8P23	281
KRT8P24	340
KRT8P25	886
KRT8P26	187
KRT8P27	3098
KRT8P28	159
KRT8P29	55
KRT8P3	503
KRT8P30	291
KRT8P31	798
KRT8P32	579
KRT8P33	121
KRT8P34	534
KRT8P35	1078
KRT8P36	95
KRT8P37	1396
KRT8P38	90
KRT8P39	30
KRT8P4	711
KRT8P40	15
KRT8P41	357
KRT8P42	356
KRT8P43	443
KRT8P44	2793
KRT8P45	335
KRT8P46	12
KRT8P47	91
KRT8P48	878
KRT8P49	179
KRT8P5	980
KRT8P50	150
KRT8P51	2218
KRT8P52	72
KRT8P6	3916
KRT8P7	1319
KRT8P8	1721
KRT8P9	535
KRT9	174
KRT90P	189
KRTAP10-1	557
KRTAP10-10	178
KRTAP10-11	162
KRTAP10-12	153
KRTAP10-13P	866
KRTAP10-2	156
KRTAP10-3	175
KRTAP10-4	236
KRTAP10-5	200
KRTAP10-6	493
KRTAP10-7	395
KRTAP10-8	187
KRTAP10-9	126
KRTAP1-1	61
KRTAP11-1	687
KRTAP12-1	648
KRTAP12-2	107
KRTAP12-3	278
KRTAP12-4	543
KRTAP12-6P	256
KRTAP1-3	37
KRTAP13-1	714
KRTAP13-2	26
KRTAP13-3	140
KRTAP13-4	120
KRTAP13-5P	159
KRTAP13-6P	51
KRTAP1-4	62
KRTAP1-5	90
KRTAP15-1	412
KRTAP16-1	127
KRTAP17-1	217
KRTAP19-1	128
KRTAP19-10P	35
KRTAP19-11P	32
KRTAP19-2	26
KRTAP19-3	18
KRTAP19-4	12
KRTAP19-5	37
KRTAP19-6	33
KRTAP19-7	94
KRTAP19-8	671
KRTAP19-9P	32
KRTAP20-1	50
KRTAP20-2	45
KRTAP20-3	2235
KRTAP20-4	41
KRTAP2-1	63
KRTAP21-1	54
KRTAP21-2	46
KRTAP21-3	342
KRTAP21-4P	67
KRTAP2-2	61
KRTAP22-1	82
KRTAP22-2	119
KRTAP2-3	64
KRTAP23-1	30
KRTAP2-4	171
KRTAP24-1	55
KRTAP25-1	71
KRTAP2-5P	569
KRTAP26-1	117
KRTAP27-1	62
KRTAP29-1	508
KRTAP3-1	50
KRTAP3-2	64
KRTAP3-3	141
KRTAP3-4P	102
KRTAP4-1	35
KRTAP4-11	82
KRTAP4-12	79
KRTAP4-16	86
KRTAP4-17P	447
KRTAP4-2	94
KRTAP4-3	84
KRTAP4-4	92
KRTAP4-5	105
KRTAP4-6	89
KRTAP4-7	86
KRTAP4-8	106
KRTAP4-9	353
KRTAP5-1	179
KRTAP5-10	58
KRTAP5-11	378
KRTAP5-14P	152
KRTAP5-2	142
KRTAP5-3	173
KRTAP5-4	373
KRTAP5-5	765
KRTAP5-6	406
KRTAP5-7	86
KRTAP5-8	88
KRTAP5-9	103
KRTAP5-AS1	537
KRTAP6-1	307
KRTAP6-2	58
KRTAP6-3	344
KRTAP7-1	199
KRTAP8-1	62
KRTAP8-2P	106
KRTAP8-3P	46
KRTAP9-1	462
KRTAP9-10P	226
KRTAP9-11P	10
KRTAP9-12P	117
KRTAP9-2	96
KRTAP9-3	61
KRTAP9-4	63
KRTAP9-6	65
KRTAP9-7	25
KRTAP9-8	54
KRTAP9-9	82
KRTCAP2	167
KRTCAP2P1	1054
KRTCAP3	39
KRTDAP	402
KSR1	184
KSR1P1	1787
KSR2	1623
KTI12	54
KTN1	119
KTN1-AS1	306
KXD1	38
KY	602
KYAT1	82
KYAT3	110
KYNU	156
L1CAM	499
L1TD1	435
L29074.1	359
L29074.2	230
L2HGDH	62
L34079.1	19
L34079.2	57
L34079.3	39
L3HYPDH	157
L3MBTL1	47
L3MBTL2	132
L3MBTL2-AS1	45
L3MBTL3	1702
L3MBTL4	495
L3MBTL4-AS1	460
LACC1	276
LACRT	173
LACTB	127
LACTB2	261
LACTB2-AS1	646
LACTBL1	650
LAD1	692
LAG3	200
LAGE3	224
LAGE3P1	49
LAIR1	158
LAIR2	258
LALBA	553
LAMA1	518
LAMA2	1054
LAMA3	1040
LAMA4	138
LAMA4-AS1	169
LAMA5	127
LAMA5-AS1	182
LAMB1	403
LAMB2	78
LAMB3	934
LAMB4	628
LAMC1	277
LAMC1-AS1	548
LAMC2	299
LAMC3	744
LAMP1	180
LAMP2	637
LAMP3	490
LAMP5	1795
LAMP5-AS1	3996
LAMTOR1	25
LAMTOR2	137
LAMTOR3	669
LAMTOR3P1	490
LAMTOR3P2	132
LAMTOR4	142
LAMTOR5	117
LAMTOR5-AS1	69
LAMTOR5P1	296
LANCL1	2373
LANCL1-AS1	555
LANCL2	346
LANCL3	299
LAP3	393
LAP3P1	390
LAP3P2	23
LAPTM4A	237
LAPTM4A-DT	470
LAPTM4B	29
LAPTM4BP1	94
LAPTM4BP2	330
LAPTM5	332
LARGE1	1377
LARGE2	228
LARGE-AS1	1724
LARGE-IT1	1193
LARP1	18
LARP1B	619
LARP1BP1	2710
LARP1BP2	330
LARP1BP3	283
LARP1P1	29
LARP4	171
LARP4B	466
LARP4P	293
LARP6	116
LARP7	88
LARP7P1	628
LARP7P2	485
LARP7P3	246
LARP7P4	3088
LARS1	270
LARS2	1997
LARS2-AS1	587
LAS1L	713
LASP1	27
LAT	189
LAT2	259
LATS1	72
LATS2	44
LATS2-AS1	131
LAX1	84
LAYN	219
LBH	375
LBHD1	15
LBHD2	137
LBP	140
LBR	1084
LBX1	1129
LBX1-AS1	993
LBX2	44
LBX2-AS1	121
LCA5	404
LCA5L	85
LCAL1	47
LCAT	36
LCE1A	91
LCE1B	118
LCE1C	1157
LCE1D	115
LCE1E	99
LCE1F	114
LCE2A	47
LCE2B	100
LCE2C	106
LCE2D	76
LCE3A	128
LCE3B	126
LCE3C	232
LCE3D	111
LCE3E	788
LCE4A	100
LCE5A	376
LCE6A	120
LCEP1	140
LCEP2	115
LCEP4	668
LCK	138
LCLAT1	292
LCMT1	67
LCMT1-AS1	91
LCMT1-AS2	69
LCMT2	182
LCN1	258
LCN10	46
LCN12	59
LCN15	211
LCN1P1	536
LCN1P2	92
LCN2	124
LCN6	173
LCN8	82
LCN9	2036
LCNL1	71
LCOR	622
LCORL	1681
LCP1	404
LCP2	212
LCT	167
LCT-AS1	470
LCTL	654
LDAH	816
LDB1	310
LDB2	971
LDB3	305
LDC1P	525
LDHA	95
LDHAL6A	174
LDHAL6B	541
LDHAL6CP	453
LDHAL6DP	1518
LDHAL6EP	710
LDHAL6FP	82
LDHAP1	2291
LDHAP2	192
LDHAP3	323
LDHAP4	266
LDHAP5	324
LDHAP7	1380
LDHB	172
LDHBP1	128
LDHBP2	1440
LDHBP3	439
LDHC	75
LDHD	152
LDLR	98
LDLRAD1	160
LDLRAD2	202
LDLRAD3	280
LDLRAD4	375
LDLRAD4-AS1	134
LDLRAP1	436
LDOC1	292
LEAP2	58
LECT2	734
LEF1	1050
LEF1-AS1	1270
LEFTY1	52
LEFTY2	222
LEKR1	326
LELP1	268
LEMD1	322
LEMD1-AS1	443
LEMD1-DT	1110
LEMD2	360
LEMD3	195
LENEP	48
LENG1	74
LENG8	162
LENG8-AS1	19
LENG9	84
LEO1	59
LEP	170
LEPR	214
LEPROT	57
LEPROTL1	42
LERFS	66
LETM1	705
LETM1P2	162
LETM2	27
LETMD1	40
LEUTX	944
LEXM	161
LFNG	227
LGALS1	16
LGALS12	59
LGALS13	170
LGALS14	440
LGALS16	121
LGALS2	266
LGALS3	211
LGALS3BP	167
LGALS4	14
LGALS7	189
LGALS7B	149
LGALS8	179
LGALS8-AS1	775
LGALS9	154
LGALS9B	45
LGALS9C	14
LGALS9DP	775
LGALSL	119
LGALSL-DT	316
LGI1	867
LGI2	1269
LGI3	270
LGI4	603
LGMN	2086
LGMNP1	2728
LGR4	75
LGR4-AS1	349
LGR5	1573
LGR6	494
LGSN	393
LHB	99
LHCGR	346
LHFPL1	1740
LHFPL2	498
LHFPL3	2417
LHFPL3-AS1	1833
LHFPL3-AS2	778
LHFPL4	675
LHFPL5	340
LHFPL6	150
LHPP	131
LHX1	2041
LHX1-DT	2409
LHX2	1861
LHX3	789
LHX4	511
LHX5	2071
LHX5-AS1	3424
LHX6	374
LHX8	691
LHX9	1060
LIAS	81
LIF	518
LIF-AS1	823
LIFR	331
LIFR-AS1	1076
LIG1	161
LIG3	40
LIG4	1192
LILRA1	48
LILRA2	196
LILRA4	136
LILRA5	87
LILRA6	122
LILRB1	59
LILRB1-AS1	1931
LILRB2	112
LILRB3	95
LILRB4	214
LILRB5	53
LILRP1	154
LILRP2	73
LIM2	32
LIMA1	312
LIMCH1	581
LIMD1	459
LIMD1-AS1	265
LIMD2	66
LIME1	43
LIMK1	216
LIMK2	81
LIMS1	61
LIMS1-AS1	104
LIMS2	137
LIMS4	4
LIN28A	430
LIN28AP1	1054
LIN28AP2	2161
LIN28B	641
LIN28B-AS1	533
LIN37	3
LIN52	501
LIN54	310
LIN7A	851
LIN7B	197
LIN7C	118
LIN9	228
LINC00028	256
LINC00029	925
LINC00032	669
LINC00051	1338
LINC00052	2128
LINC00092	789
LINC00102	713
LINC00106	91
LINC00111	495
LINC00112	533
LINC00113	498
LINC00114	2380
LINC00115	10
LINC00158	1080
LINC00159	424
LINC00160	1830
LINC00161	1048
LINC00163	86
LINC00165	96
LINC00167	535
LINC00173	537
LINC00174	410
LINC00184	37
LINC00189	260
LINC00200	2146
LINC00205	138
LINC00207	652
LINC00208	1432
LINC00210	1572
LINC00211	876
LINC00221	1275
LINC00222	259
LINC00226	1369
LINC00229	1222
LINC00235	137
LINC00237	1284
LINC00239	379
LINC00240	146
LINC00242	98
LINC00243	151
LINC00244	1705
LINC00251	1331
LINC00254	182
LINC00261	754
LINC00265	127
LINC00266-1	102
LINC00269	1752
LINC00271	910
LINC00272	283
LINC00273	154
LINC00276	2381
LINC00278	2
LINC00283	483
LINC00290	867
LINC00293	184
LINC00294	91
LINC00297	100
LINC00298	691
LINC00299	613
LINC00301	300
LINC00303	455
LINC00304	338
LINC00305	872
LINC00307	130
LINC00308	860
LINC00309	108
LINC00310	333
LINC00311	260
LINC00313	3
LINC00314	296
LINC00315	281
LINC00316	328
LINC00317	679
LINC00319	67
LINC00320	507
LINC00322	994
LINC00323	1190
LINC00324	65
LINC00326	402
LINC00327	290
LINC00328-2P	190
LINC00330	889
LINC00331	2106
LINC00332	972
LINC00333	2047
LINC00334	398
LINC00336	517
LINC00337	210
LINC00339	66
LINC00342	411
LINC00343	1613
LINC00345	33
LINC00346	220
LINC00347	860
LINC00348	597
LINC00349	30
LINC00350	416
LINC00351	2387
LINC00352	1281
LINC00353	834
LINC00354	2033
LINC00355	2032
LINC00358	832
LINC00362	115
LINC00363	1035
LINC00364	1381
LINC00365	442
LINC00366	969
LINC00368	430
LINC00370	104
LINC00373	1450
LINC00374	1883
LINC00375	223
LINC00376	1666
LINC00377	612
LINC00378	1803
LINC00379	856
LINC00380	393
LINC00381	650
LINC00382	437
LINC00383	1634
LINC00384	198
LINC00385	969
LINC00387	38
LINC00388	224
LINC00390	744
LINC00391	368
LINC00392	882
LINC00393	326
LINC00395	1430
LINC00396	649
LINC00397	127
LINC00398	516
LINC00399	1068
LINC00400	1165
LINC00402	1336
LINC00404	5782
LINC00407	1053
LINC00408	414
LINC00410	503
LINC00411	2703
LINC00412	192
LINC00415	302
LINC00421	557
LINC00423	464
LINC00424	1314
LINC00426	75
LINC00427	129
LINC00428	649
LINC00430	1057
LINC00431	547
LINC00433	949
LINC00434	1523
LINC00437	1028
LINC00440	1815
LINC00442	238
LINC00443	630
LINC00445	2607
LINC00446	805
LINC00448	1189
LINC00449	202
LINC00452	596
LINC00454	486
LINC00456	630
LINC00457	1397
LINC00458	2292
LINC00459	213
LINC00460	2250
LINC00461	345
LINC00462	628
LINC00463	228
LINC00466	394
LINC00467	120
LINC00469	807
LINC00470	1546
LINC00471	10
LINC00472	299
LINC00474	1890
LINC00475	168
LINC00476	776
LINC00477	1820
LINC00479	838
LINC00482	188
LINC00484	202
LINC00485	1287
LINC00486	318
LINC00487	888
LINC00488	166
LINC00489	1185
LINC00491	1121
LINC00492	456
LINC00494	1650
LINC00498	429
LINC00499	916
LINC00500	894
LINC00501	458
LINC00502	580
LINC00504	514
LINC00507	856
LINC00508	330
LINC00511	1055
LINC00513	169
LINC00514	85
LINC00517	490
LINC00518	139
LINC00519	195
LINC00520	1575
LINC00523	1334
LINC00524	1148
LINC00525	399
LINC00526	15
LINC00528	170
LINC00529	517
LINC00533	770
LINC00534	426
LINC00535	237
LINC00536	1702
LINC00538	1293
LINC00539	67
LINC00543	828
LINC00544	1490
LINC00545	213
LINC00547	2087
LINC00550	890
LINC00551	281
LINC00552	862
LINC00554	428
LINC00555	703
LINC00556	742
LINC00557	1134
LINC00558	1634
LINC00559	468
LINC00560	860
LINC00561	813
LINC00562	207
LINC00563	347
LINC00564	3807
LINC00565	481
LINC00566	241
LINC00567	567
LINC00570	104
LINC00571	626
LINC00572	393
LINC00574	1931
LINC00575	439
LINC00578	315
LINC00581	209
LINC00582	982
LINC00583	1537
LINC00587	612
LINC00588	125
LINC00589	934
LINC00592	332
LINC00595	736
LINC00596	230
LINC00598	670
LINC00599	1600
LINC00601	1268
LINC00602	1599
LINC00603	645
LINC00604	305
LINC00605	893
LINC00606	1751
LINC00607	303
LINC00608	632
LINC00609	936
LINC00612	270
LINC00613	397
LINC00615	753
LINC00616	873
LINC00618	597
LINC00620	1488
LINC00621	844
LINC00622	114
LINC00623	75
LINC00624	438
LINC00626	674
LINC00628	239
LINC00629	456
LINC00630	392
LINC00632	1856
LINC00634	352
LINC00635	851
LINC00636	847
LINC00637	319
LINC00638	74
LINC00639	1344
LINC00640	403
LINC00641	103
LINC00642	778
LINC00643	3745
LINC00644	202
LINC00645	1902
LINC00648	18
LINC00649	553
LINC00652	162
LINC00653	330
LINC00654	585
LINC00656	255
LINC00658	420
LINC00659	456
LINC00661	301
LINC00662	75
LINC00663	30
LINC00664	171
LINC00665	42
LINC00667	151
LINC00668	68
LINC00670	1354
LINC00671	112
LINC00672	154
LINC00674	17
LINC00676	866
LINC00677	590
LINC00678	528
LINC00680	21
LINC00681	623
LINC00682	671
LINC00683	305
LINC00685	219
LINC00686	713
LINC00687	411
LINC00689	807
LINC00690	642
LINC00691	508
LINC00692	1643
LINC00698	1155
LINC00700	2035
LINC00701	1573
LINC00702	1086
LINC00703	743
LINC00705	726
LINC00706	2659
LINC00707	1001
LINC00708	1970
LINC00709	3301
LINC00710	250
LINC00824	2688
LINC00836	1935
LINC00837	423
LINC00838	1154
LINC00839	783
LINC00840	131
LINC00841	977
LINC00842	77
LINC00844	613
LINC00845	1628
LINC00847	101
LINC00850	92
LINC00851	183
LINC00852	30
LINC00853	531
LINC00857	70
LINC00858	432
LINC00861	1444
LINC00862	503
LINC00863	20
LINC00865	579
LINC00866	1850
LINC00867	948
LINC00868	1381
LINC00869	26
LINC00870	1449
LINC00871	1753
LINC00877	784
LINC00879	1536
LINC00880	356
LINC00881	47
LINC00882	336
LINC00884	71
LINC00885	298
LINC00886	386
LINC00887	433
LINC00888	858
LINC00891	1
LINC00892	402
LINC00893	133
LINC00894	53
LINC00895	572
LINC00896	1138
LINC00898	1302
LINC00899	412
LINC00900	1020
LINC00901	244
LINC00903	909
LINC00905	97
LINC00906	216
LINC00907	1050
LINC00909	667
LINC00910	54
LINC00911	154
LINC00917	999
LINC00919	585
LINC00920	707
LINC00921	167
LINC00922	209
LINC00923	439
LINC00924	580
LINC00926	438
LINC00927	1094
LINC00928	781
LINC00929	1205
LINC00930	534
LINC00933	84
LINC00934	1869
LINC00937	49
LINC00939	727
LINC00940	1088
LINC00941	133
LINC00942	696
LINC00943	633
LINC00944	647
LINC00945	432
LINC00951	855
LINC00954	230
LINC00955	323
LINC00957	32
LINC00958	289
LINC00960	1110
LINC00963	321
LINC00964	86
LINC00967	760
LINC00968	227
LINC00970	491
LINC00971	3748
LINC00972	3222
LINC00973	205
LINC00974	172
LINC00987	266
LINC00989	822
LINC00992	1327
LINC00993	11
LINC00994	521
LINC00996	477
LINC00997	51
LINC01001	2
LINC01002	3
LINC01003	303
LINC01004	213
LINC01005	91
LINC01006	749
LINC01007	1308
LINC01010	372
LINC01011	100
LINC01013	397
LINC01014	1662
LINC01015	345
LINC01016	1070
LINC01017	1325
LINC01018	586
LINC01019	2803
LINC01020	335
LINC01022	408
LINC01023	1262
LINC01028	324
LINC01029	3113
LINC01030	987
LINC01031	320
LINC01033	908
LINC01034	1576
LINC01035	2035
LINC01038	630
LINC01039	150
LINC01040	348
LINC01043	1081
LINC01044	1470
LINC01046	230
LINC01047	186
LINC01048	825
LINC01049	2349
LINC01050	1826
LINC01052	4442
LINC01053	214
LINC01054	125
LINC01055	285
LINC01056	1139
LINC01058	135
LINC01060	835
LINC01063	604
LINC01065	1980
LINC01066	436
LINC01067	346
LINC01068	383
LINC01069	554
LINC01070	958
LINC01072	461
LINC01074	277
LINC01075	988
LINC01076	234
LINC01077	48
LINC01078	588
LINC01079	754
LINC01080	1423
LINC01081	925
LINC01082	1699
LINC01085	389
LINC01087	178
LINC01088	336
LINC01089	65
LINC01090	789
LINC01091	243
LINC01093	63
LINC01094	322
LINC01095	619
LINC01096	269
LINC01097	631
LINC01098	1006
LINC01099	440
LINC01100	329
LINC01101	1130
LINC01102	323
LINC01103	616
LINC01104	515
LINC01106	6
LINC01107	999
LINC01108	382
LINC01109	483
LINC01111	459
LINC01114	863
LINC01115	452
LINC01116	491
LINC01117	822
LINC01118	327
LINC01119	437
LINC01120	412
LINC01121	1030
LINC01122	987
LINC01123	4
LINC01124	462
LINC01126	12
LINC01127	548
LINC01128	76
LINC01132	767
LINC01133	482
LINC01134	417
LINC01135	395
LINC01136	248
LINC01137	577
LINC01138	23
LINC01139	1217
LINC01140	70
LINC01141	1019
LINC01142	353
LINC01143	653
LINC01144	715
LINC01145	46
LINC01146	328
LINC01147	337
LINC01148	1254
LINC01149	151
LINC01150	261
LINC01151	453
LINC01152	1807
LINC01153	1279
LINC01154	424
LINC01159	1499
LINC01160	250
LINC01162	1581
LINC01163	4033
LINC01164	3221
LINC01165	696
LINC01166	2119
LINC01167	198
LINC01168	2454
LINC01169	170
LINC01170	1502
LINC01173	1467
LINC01176	18
LINC01177	1296
LINC01179	1329
LINC01180	548
LINC01181	222
LINC01182	445
LINC01184	383
LINC01185	211
LINC01186	1138
LINC01187	549
LINC01189	4
LINC01191	1466
LINC01192	1118
LINC01193	27
LINC01194	5062
LINC01195	563
LINC01197	745
LINC01198	587
LINC01201	2389
LINC01202	3097
LINC01203	880
LINC01204	1473
LINC01205	505
LINC01206	444
LINC01208	862
LINC01209	2136
LINC01210	242
LINC01213	555
LINC01214	394
LINC01215	1138
LINC01216	1321
LINC01217	381
LINC01218	439
LINC01219	5
LINC01220	193
LINC01221	453
LINC01222	323
LINC01224	200
LINC01226	150
LINC01227	190
LINC01228	1635
LINC01229	1086
LINC01230	189
LINC01231	1586
LINC01232	132
LINC01233	154
LINC01234	1067
LINC01235	590
LINC01237	116
LINC01238	953
LINC01239	1055
LINC01241	1893
LINC01242	1636
LINC01243	1092
LINC01247	1054
LINC01248	944
LINC01249	804
LINC01250	304
LINC01251	683
LINC01252	486
LINC01254	605
LINC01255	224
LINC01256	2893
LINC01257	937
LINC01258	378
LINC01259	386
LINC01260	227
LINC01262	606
LINC01264	1166
LINC01266	714
LINC01267	1104
LINC01269	648
LINC01270	441
LINC01271	427
LINC01273	34
LINC01275	70
LINC01276	620
LINC01277	356
LINC01278	969
LINC01280	677
LINC01281	1104
LINC01282	793
LINC01283	2554
LINC01284	1510
LINC01285	216
LINC01287	1512
LINC01288	1324
LINC01289	1516
LINC01290	183
LINC01291	275
LINC01293	254
LINC01297	24
LINC01298	565
LINC01299	877
LINC01300	496
LINC01301	790
LINC01303	203
LINC01304	1562
LINC01305	592
LINC01307	1214
LINC01309	2268
LINC01310	3248
LINC01311	318
LINC01312	874
LINC01315	1682
LINC01318	3418
LINC01320	1377
LINC01322	4647
LINC01323	1486
LINC01324	481
LINC01326	1067
LINC01327	1361
LINC01331	322
LINC01332	821
LINC01333	590
LINC01335	408
LINC01337	14
LINC01338	784
LINC01339	396
LINC01340	230
LINC01341	174
LINC01342	344
LINC01343	1770
LINC01344	249
LINC01345	1000
LINC01346	948
LINC01347	78
LINC01348	124
LINC01349	503
LINC01350	427
LINC01351	916
LINC01352	81
LINC01353	105
LINC01354	104
LINC01355	357
LINC01356	430
LINC01357	364
LINC01358	925
LINC01359	261
LINC01360	1113
LINC01361	2620
LINC01362	1680
LINC01363	146
LINC01364	671
LINC01365	933
LINC01366	739
LINC01370	689
LINC01374	749
LINC01375	640
LINC01376	848
LINC01378	806
LINC01381	775
LINC01385	309
LINC01386	262
LINC01387	116
LINC01388	121
LINC01389	309
LINC01391	255
LINC01392	1207
LINC01393	704
LINC01394	1538
LINC01395	1684
LINC01396	255
LINC01397	136
LINC01398	1049
LINC01399	1691
LINC01400	1464
LINC01402	256
LINC01405	2315
LINC01409	5
LINC01410	135
LINC01411	164
LINC01412	124
LINC01413	807
LINC01414	902
LINC01415	1335
LINC01416	533
LINC01419	1937
LINC01422	446
LINC01423	2136
LINC01424	620
LINC01425	1000
LINC01426	450
LINC01427	2127
LINC01428	1281
LINC01429	753
LINC01431	28
LINC01432	713
LINC01433	1892
LINC01435	4656
LINC01436	868
LINC01438	1324
LINC01440	735
LINC01441	880
LINC01442	1664
LINC01443	161
LINC01444	386
LINC01445	511
LINC01446	599
LINC01447	658
LINC01448	1974
LINC01449	2102
LINC01450	2711
LINC01455	423
LINC01456	741
LINC01460	312
LINC01465	283
LINC01467	574
LINC01470	2331
LINC01471	840
LINC01473	161
LINC01474	999
LINC01475	1378
LINC01476	36
LINC01477	1022
LINC01478	2210
LINC01479	682
LINC01480	140
LINC01482	373
LINC01483	339
LINC01484	311
LINC01485	749
LINC01486	1066
LINC01487	543
LINC01488	782
LINC01489	349
LINC01490	419
LINC01491	581
LINC01492	1573
LINC01493	1411
LINC01494	841
LINC01495	722
LINC01496	397
LINC01497	1077
LINC01498	576
LINC01499	130
LINC01500	386
LINC01501	1652
LINC01502	215
LINC01503	252
LINC01504	214
LINC01505	918
LINC01506	909
LINC01507	3218
LINC01508	1461
LINC01509	637
LINC01511	122
LINC01513	51
LINC01514	1252
LINC01515	1382
LINC01516	1572
LINC01517	1004
LINC01518	199
LINC01519	3362
LINC01520	368
LINC01521	155
LINC01522	1288
LINC01523	373
LINC01524	361
LINC01525	602
LINC01526	478
LINC01527	907
LINC01529	157
LINC01531	223
LINC01532	576
LINC01533	1895
LINC01534	75
LINC01535	51
LINC01537	223
LINC01538	1460
LINC01539	152
LINC01541	1080
LINC01543	414
LINC01544	1516
LINC01545	1439
LINC01546	846
LINC01547	71
LINC01548	574
LINC01549	142
LINC01550	1539
LINC01551	530
LINC01553	2318
LINC01554	75
LINC01555	178
LINC01556	136
LINC01558	299
LINC01559	684
LINC01560	615
LINC01561	1682
LINC01562	143
LINC01563	463
LINC01564	489
LINC01565	794
LINC01566	116
LINC01567	593
LINC01568	1227
LINC01569	436
LINC01570	3016
LINC01571	1943
LINC01572	235
LINC01574	2701
LINC01578	15
LINC01579	1184
LINC01580	187
LINC01581	1177
LINC01582	186
LINC01583	1450
LINC01584	683
LINC01585	336
LINC01586	268
LINC01587	2522
LINC01588	33
LINC01589	1198
LINC01591	2294
LINC01592	95
LINC01593	744
LINC01594	355
LINC01595	451
LINC01596	706
LINC01597	88
LINC01600	1367
LINC01602	785
LINC01603	1344
LINC01605	177
LINC01606	581
LINC01607	789
LINC01608	353
LINC01609	701
LINC01611	669
LINC01612	651
LINC01613	1781
LINC01614	908
LINC01615	317
LINC01616	587
LINC01618	93
LINC01619	262
LINC01620	256
LINC01621	896
LINC01622	1411
LINC01623	120
LINC01624	775
LINC01625	262
LINC01626	339
LINC01627	283
LINC01628	1441
LINC01629	76
LINC01630	2838
LINC01632	4
LINC01633	1002
LINC01634	68
LINC01635	132
LINC01637	106
LINC01638	651
LINC01639	1655
LINC01640	463
LINC01641	273
LINC01643	1992
LINC01644	2858
LINC01645	1593
LINC01646	3592
LINC01647	1771
LINC01648	3046
LINC01649	1436
LINC01650	421
LINC01651	14
LINC01653	293
LINC01654	1205
LINC01655	443
LINC01656	1039
LINC01657	2494
LINC01659	448
LINC01661	586
LINC01664	139
LINC01665	232
LINC01666	65
LINC01667	864
LINC01668	290
LINC01671	630
LINC01672	329
LINC01673	401
LINC01674	57
LINC01675	1490
LINC01676	1859
LINC01677	261
LINC01678	7
LINC01679	534
LINC01680	1482
LINC01681	560
LINC01682	1700
LINC01683	1176
LINC01684	1187
LINC01685	1944
LINC01686	1015
LINC01687	315
LINC01688	766
LINC01689	1267
LINC01690	1448
LINC01691	1941
LINC01692	861
LINC01693	417
LINC01694	491
LINC01695	1540
LINC01696	735
LINC01697	597
LINC01698	392
LINC01699	2133
LINC01700	926
LINC01701	1788
LINC01702	291
LINC01703	166
LINC01704	120
LINC01705	593
LINC01706	1107
LINC01707	672
LINC01708	1219
LINC01709	903
LINC01710	480
LINC01711	356
LINC01712	1603
LINC01713	3362
LINC01714	236
LINC01715	21
LINC01716	131
LINC01717	2911
LINC01718	2899
LINC01719	187
LINC01720	1229
LINC01721	434
LINC01722	2067
LINC01723	391
LINC01724	1574
LINC01725	390
LINC01726	959
LINC01727	492
LINC01728	1093
LINC01729	138
LINC01730	67
LINC01731	72
LINC01732	558
LINC01733	226
LINC01734	1403
LINC01735	1008
LINC01736	1974
LINC01737	881
LINC01738	1788
LINC01739	1312
LINC01740	379
LINC01741	1559
LINC01742	858
LINC01743	38
LINC01744	1406
LINC01745	314
LINC01746	884
LINC01747	594
LINC01748	1627
LINC01749	653
LINC01750	1724
LINC01751	1215
LINC01752	562
LINC01753	1261
LINC01754	163
LINC01755	1334
LINC01756	1243
LINC01757	340
LINC01758	762
LINC01760	275
LINC01761	1157
LINC01762	67
LINC01763	356
LINC01764	81
LINC01765	704
LINC01766	108
LINC01767	731
LINC01768	149
LINC01770	254
LINC01771	321
LINC01772	75
LINC01774	945
LINC01775	62
LINC01776	1268
LINC01777	3454
LINC01778	391
LINC01779	741
LINC01780	609
LINC01781	746
LINC01782	2090
LINC01783	76
LINC01784	714
LINC01785	175
LINC01786	206
LINC01787	2122
LINC01788	637
LINC01789	1264
LINC01790	1705
LINC01791	1109
LINC01792	419
LINC01793	1400
LINC01794	907
LINC01795	1938
LINC01796	693
LINC01797	1291
LINC01798	768
LINC01799	724
LINC01800	117
LINC01801	252
LINC01802	711
LINC01803	934
LINC01804	905
LINC01805	172
LINC01806	306
LINC01807	997
LINC01808	1064
LINC01809	1471
LINC01810	2437
LINC01811	434
LINC01812	1758
LINC01813	452
LINC01814	993
LINC01815	165
LINC01816	73
LINC01817	456
LINC01818	1252
LINC01819	73
